6346 50
A0017569 0.629162 -0.215295 -0.101159 -0.153407 -0.143383 0.656705 -0.12477 0.395641 0.49245 0.212885 -0.203745 0.425317 0.100431 0.380105 0.592793 -0.350299 0.224301 -1.10215 -1.00122 0.0470349 -0.238129 0.398624 -0.396723 -0.292654 -0.285592 -0.584746 -0.0811125 0.734434 -0.352849 0.536121 0.941299 -0.615269 -0.677122 -0.0895046 0.134627 0.0637016 -0.208323 0.656766 0.109867 0.627063 -0.109694 -1.01683 0.238321 -0.031966 -0.392309 -0.681906 0.0955382 0.194947 -0.114005 -1.02992
A0016592 0.717106 -0.666612 -0.628455 0.114243 0.201526 0.177121 0.71136 0.207619 0.712951 0.534749 -0.3475 -0.353467 0.0890278 0.208329 0.305031 0.0491861 -0.0856167 -0.113622 -0.260886 -0.155935 -0.182629 0.67005 -0.768355 -0.672842 -0.280471 -0.0774594 -0.375729 -0.395619 0.260451 -0.146664 0.770056 -1.30324 -0.323447 0.104575 -0.218236 -0.206181 0.526138 0.573435 0.608175 0.81961 0.259186 -0.15154 0.273676 0.395339 -0.530181 0.0267075 0.0808424 0.584267 -0.622132 -0.431445
A31643235 -0.789043 0.234957 1.70183 -0.955154 -0.125509 -0.35727 0.54149 0.804709 1.17703 0.670261 0.145996 -0.375184 0.172595 0.58558 -0.368022 -0.254618 0.998455 -1.26394 0.338108 0.32259 -0.440888 -0.808849 -0.712454 -0.192941 0.212769 -0.0632443 0.367719 -0.463764 -0.340192 0.257062 -0.0850562 -1.25178 0.736256 0.868692 -0.620533 0.370549 -0.156224 -0.0529486 -0.200374 -0.172341 0.50402 -0.852226 0.719173 0.658947 -0.533669 -0.138309 0.0190495 0.199252 -0.272898 -0.534076
A31697167 0.576758 -0.298364 1.01183 0.439005 -0.159006 -0.00480278 0.0835744 0.248657 -0.327207 -0.606157 -0.703103 0.145132 0.353746 0.627566 0.403985 -0.326281 1.1123 -0.3667 -0.316462 0.271756 -0.0225295 -0.248313 0.555022 0.559662 0.597111 -0.492844 0.207179 -0.698612 -0.380793 0.101008 -0.339589 0.549862 0.179166 0.673978 0.0735746 -0.105244 -0.788001 -0.663773 0.0981601 -0.0807045 0.321071 0.205782 0.711755 0.118773 -0.790853 0.948968 -0.377108 0.0738333 -0.128458 -0.432072
A0096513 0.449311 0.434003 -0.436666 -0.00978509 -0.7143 0.494697 0.576455 0.972237 1.47006 0.635804 -0.356929 0.376847 -1.14458 0.892036 0.307815 -0.0371433 0.242553 0.0934899 0.11032 -0.00226975 0.492106 -0.0886771 -0.293782 -0.615871 -0.449781 -0.267017 -0.533752 0.0119512 -0.403595 0.27719 0.94479 -0.640026 0.220223 -0.319573 -0.527668 0.0995138 -0.0872924 0.226982 -0.31329 0.797932 -0.171785 -0.39129 0.739823 -0.879898 0.0621237 -0.439568 -0.0909954 1.21866 0.122538 -0.482817
A2793761 0.357875 -0.409745 -0.114696 -0.481367 -0.648344 0.285261 0.148924 0.504473 -0.106863 0.341128 -0.562328 0.676518 -0.0495371 0.151629 0.33878 -0.392806 0.335471 -1.49421 -0.801521 -0.609559 0.490382 0.00322589 -0.117816 -0.156849 0.310697 -0.527427 0.189952 0.806164 -0.0362054 0.166571 0.667818 -0.982805 -0.197541 -0.212557 -0.759733 -0.212252 -0.405685 -0.360098 0.121366 0.849534 0.14372 -0.534926 0.292403 -0.80246 -0.0321403 -0.275722 0.255031 1.19191 -0.664519 -0.815013
A7572086 0.409386 0.38382 -0.0525288 0.124397 -0.354107 0.387989 0.33183 0.416577 0.174233 0.0514848 0.414937 -0.56902 -0.972742 0.264376 0.199713 -0.292983 0.761922 0.289899 -1.29203 -0.585423 -1.18877 -0.377712 0.624992 1.0409 -0.0109891 0.286955 -0.154323 -0.629546 -0.287639 -0.0333225 0.394867 -0.860475 0.223833 -0.403659 -0.366273 -0.101317 -0.390853 0.244066 -0.439777 1.22079 1.2246 0.655538 0.562801 -0.0800524 0.128632 -0.287718 0.291106 -1.14848 -0.773575 -1.41243
A18243787 0.957155 0.714717 -0.133326 1.07061 -0.114847 -0.0241472 0.108615 1.5714 0.148261 0.754223 0.120203 -0.293214 0.989047 0.19736 1.47581 -0.110172 1.69548 -0.386465 0.1452 -0.786203 0.817438 -0.730936 0.0622428 0.150125 -0.336587 0.443511 -1.04124 0.00940467 -0.141376 -0.113722 0.170006 -0.186656 0.172606 0.63895 -0.324812 -0.55045 -0.350364 -0.488091 0.059932 0.444918 -0.0960781 0.774082 0.352746 0.186054 -0.599237 0.265627 -0.0426055 0.0570485 -0.225209 -0.775542
A18360678 -0.180434 -0.226155 0.496451 -0.153655 0.264372 0.823454 0.535621 0.563055 -0.133572 -0.0333771 -0.65755 -1.04946 0.873263 0.233044 -0.0195024 -0.143986 1.07804 -0.805472 -0.0771599 -1.60109 0.751713 -0.405293 -0.537856 0.214744 0.0484879 0.350422 -0.544854 -0.719095 0.453988 0.266124 0.836801 -0.837914 0.0201556 -0.427187 -0.0574709 -0.0142741 -0.3246 0.961856 -0.150114 -0.0632611 -0.208292 0.838951 -0.459689 -0.00938804 0.199278 -0.483426 -0.959183 1.82808 -0.972846 0.435354
A18129378 0.185054 -0.519601 1.37809 0.53309 -1.0746 0.155658 0.326459 0.65753 0.220314 0.529295 -0.771653 -0.911541 0.416422 -0.522856 1.35177 -0.10304 0.632801 -0.0571631 -0.400661 0.010934 -0.0156977 -0.302839 1.67364 0.10781 0.0182261 0.184609 -0.0338508 -0.838355 -0.958958 0.223404 0.168059 0.448407 0.0753564 0.917317 -0.724366 -1.21103 -0.107281 0.383624 0.400535 0.721387 0.286093 1.22885 0.214803 -0.892035 -0.402406 -0.763173 -1.07253 -0.2394 -0.516884 -0.232206
A12794052 1.00606 0.543088 0.400978 0.298777 -0.27443 0.958494 0.279475 0.689199 0.962843 0.226053 0.367375 -0.60795 -0.547634 0.598036 -0.545253 -0.0447489 0.602121 0.726473 -1.45989 -0.734675 -0.782451 -0.8245 1.42535 1.68711 -0.300319 -0.0407735 -0.276779 -1.19899 0.0488172 0.146407 0.354749 -1.36715 0.28875 -0.492169 -0.0044958 -0.352323 -0.301878 -1.16707 -0.173436 1.48911 0.980993 1.01757 0.583336 -0.282153 0.261517 -0.460719 0.173086 -1.27681 -1.20618 -1.67829
A2883946 0.975674 0.36766 0.34677 0.627749 0.116673 0.949296 0.494544 0.478133 0.248836 -0.915265 0.273605 -0.0882122 -1.0269 1.20699 0.445904 -0.0177622 2.02279 -0.910826 0.371983 -0.766877 -1.05917 0.443498 1.00388 -0.539551 -0.69418 -0.392709 -0.0351741 0.393979 0.0393311 0.825009 0.693574 -0.463888 0.428279 0.165396 -0.0892177 -1.15686 -0.319303 0.559316 0.049283 0.143939 0.477476 0.573179 0.430001 0.396876 0.56187 -0.71009 -0.531161 0.489421 -0.0753787 -0.149858
A0017601 0.536381 -0.369751 0.233489 0.39687 0.289662 0.756169 0.381678 0.355319 -0.388094 -0.244211 0.191952 -0.180614 0.423211 1.00602 -0.0523048 -1.15761 1.38008 0.699409 -0.190173 0.326848 -0.516661 0.145193 0.975977 0.224407 -0.465661 0.364025 -0.589165 -0.0680495 0.481219 -0.271876 0.278997 -0.29334 -0.11038 -0.518996 -0.152731 0.628283 0.527095 0.134051 -0.410034 -1.11114 0.293961 0.13469 0.800969 0.338061 0.537104 -0.113613 0.378257 1.20792 -1.34322 -0.208383
A0085139 0.168471 0.354152 0.931282 0.699952 -0.486896 0.301831 0.159637 0.788046 -0.16068 -0.617324 0.267536 -0.202902 0.442853 0.995037 -0.176671 -0.172924 1.3408 1.13424 0.189465 -0.0743062 -0.447555 -0.3267 -0.51367 -0.233565 -0.314565 0.989942 -1.20401 -0.0947201 0.169972 -0.399974 -0.470062 -0.908358 -0.848087 -0.389013 -0.924161 -1.08353 -0.111781 0.848747 0.0223239 -0.529823 0.720881 -0.30315 0.642014 0.471089 0.317687 0.292258 0.192941 0.149599 -0.189243 -0.198289
A23525264 -0.266997 -0.125056 0.305068 -0.213126 0.204809 0.784515 0.541999 0.579325 0.0168719 -0.0861782 -0.59904 -0.973913 0.828058 0.264507 0.119378 -0.366226 1.03648 -0.781106 0.217189 -1.4699 0.782102 -0.312215 -0.323954 0.205283 -0.121375 0.500164 -0.373186 -0.589449 0.464698 0.0150778 0.59056 -0.805346 -0.12899 -0.422439 0.0325147 0.169183 -0.207814 0.875567 0.0489212 -0.16883 0.0737161 0.792188 -0.414519 0.1683 0.158022 -0.641514 -0.895944 1.56881 -0.733979 0.531471
A0016587 1.14951 -0.830471 0.0220246 0.267392 -0.214066 -0.511132 0.198367 0.261415 -0.0687607 0.553637 0.30214 -0.676325 0.938496 0.736115 1.02128 0.677336 0.121436 0.786362 0.426528 -0.262014 -0.10359 0.88428 0.72412 -0.0390997 -0.50834 -0.802572 -0.727221 -0.0945651 0.0285883 -0.414734 -0.477059 -1.31487 0.4067 -0.84498 -0.409927 -0.0809973 -0.638759 -0.0122447 0.21911 0.112224 0.578581 -0.152336 -0.287293 1.93638 -0.522745 0.623876 -0.943525 1.34235 -0.228242 -0.635483
A30220778 1.11426 0.559599 -0.072641 0.646837 -0.0363097 1.85933 0.449583 0.101939 0.261826 -0.397807 -0.629305 0.0245156 -0.890851 1.40679 0.26213 -0.262453 1.45781 -0.0681096 0.124857 -0.735087 -0.82376 -0.1092 1.15156 -0.325348 -0.845988 0.152875 -0.393808 0.594281 0.254294 0.182408 0.71467 -0.821618 -0.242476 0.113238 -0.147429 -0.485573 -0.278369 0.672711 -0.492088 -0.33378 0.455727 -0.224065 0.531343 0.74556 0.295972 -0.428636 0.0117853 0.200724 0.633132 0.281449
A5901321 0.496317 0.212353 0.383885 0.803414 -0.0710206 0.205218 0.9271 0.0132417 0.0635303 0.763767 0.803024 -0.769242 0.621895 -0.010369 -0.259323 -0.155906 1.34021 -1.13447 -0.300403 0.681249 -0.582156 0.05451 0.0915146 0.299471 0.242321 1.55144 -0.65708 -0.417854 -0.511286 -0.428598 1.61181 0.266106 0.24915 -0.0925622 -0.77683 0.330474 -0.460846 0.0722889 -0.359644 0.394788 1.22726 -0.627594 0.378406 0.804142 -0.104384 0.708893 0.309568 0.640875 -0.354396 0.937006
A18534629 -0.152281 0.458169 0.9921 -0.524832 -0.0783892 -0.122445 0.685238 0.0363914 0.51688 1.30804 0.443484 -0.0758554 -0.231289 0.888533 -0.300569 -0.631295 -0.0301156 -0.0579481 0.311973 0.651964 -0.565305 -0.797683 0.296874 -0.335616 -0.051315 -0.67257 0.0182854 0.0581602 0.276289 0.855038 -0.319218 -0.802771 1.0801 0.969024 -0.867605 0.212315 -1.05246 0.130313 -0.21355 -0.0121694 0.515547 -0.903103 0.299068 1.38847 -0.0852037 0.507189 -0.653626 0.905141 0.0594726 -0.352045
A18083728 -0.699807 0.402247 0.231513 0.68312 0.165692 0.588577 0.784042 0.119749 -0.35539 0.679499 -0.751864 0.161241 0.921531 0.810841 0.153725 -0.312812 1.11102 -0.323542 -0.366642 -0.322983 0.693037 -0.851311 0.0245026 -0.277024 1.24823 0.0887483 0.915603 -0.212219 -0.526253 0.357494 -0.828137 -0.467151 1.1635 0.766052 0.226544 0.230042 0.0670613 -0.4668 -0.877702 0.118545 0.910892 -1.00569 0.0183613 0.105721 -0.907635 0.672166 -0.482537 0.600903 -0.653041 0.191474
A2883933 -0.369268 0.649444 0.531896 -0.746792 -0.637079 0.0786884 -0.050614 -0.604043 -0.787915 0.981874 -0.964019 -0.533893 1.16698 1.22666 0.954364 -0.00836186 0.872308 0.0203874 -0.727888 0.594861 -1.16515 -0.683851 0.454228 -0.724141 -0.970266 0.662592 -0.340975 -0.0852981 0.0467821 0.0685706 1.15018 -0.726057 -0.394723 -0.97977 -0.100529 0.415536 0.647375 -0.522078 -0.267642 0.72772 -0.0032897 0.220373 0.242782 0.202983 -0.342292 -0.587201 -0.725101 -0.289989 -0.238602 0.840631
A23509560 0.124043 -0.354719 1.08654 0.474542 -1.04007 0.078864 0.303893 0.352688 0.335177 0.452398 -0.670631 -1.07236 0.251602 -0.767017 1.47538 0.00908254 0.607362 -0.142267 -0.1732 0.0910461 -0.0691714 -0.335205 1.53671 0.24891 -0.07956 0.0320287 0.0308489 -0.587938 -0.874085 0.0874377 0.0859269 0.236563 0.144409 0.746537 -0.690024 -1.1437 -0.167536 0.320518 0.414363 0.756119 0.207953 0.977709 0.277967 -0.831724 -0.438831 -0.987647 -0.879787 -0.125083 -0.511529 -0.348263
A2922826 0.278468 0.318941 0.27843 0.1421 -0.656605 1.04452 1.05967 -0.0276524 0.291765 -0.867046 -0.443654 0.0203502 -0.976842 1.4218 0.28355 0.347188 1.6577 -0.425702 0.137139 -0.509641 -0.292681 0.344906 1.52042 -0.215713 -0.358885 0.0948948 -0.00634425 0.676249 0.696116 0.725658 0.224206 -0.703901 0.0271715 0.106334 -0.306374 -0.64382 -0.338998 0.423401 0.106865 0.0828523 0.464058 0.0113495 0.517524 1.2739 0.838776 0.101221 0.659661 0.586738 0.280684 0.379318
A18359748 0.659422 -0.355004 -0.162943 0.323104 0.461804 0.253609 0.305483 0.994434 -0.215004 0.129994 0.577164 0.12989 0.221551 0.656881 -0.350754 -0.0108255 0.0103662 -0.185373 -0.263451 -0.422546 0.375493 1.00502 0.479343 -0.628619 -0.176176 -0.478247 0.06932 -0.529323 0.501719 0.487033 -0.259034 -0.478212 -0.167408 0.172047 -0.319885 0.0701711 0.184086 -0.421563 0.217805 0.98865 2.23802 -1.09926 1.56858 0.573418 -1.58342 -0.341075 0.562355 -0.423844 0.0370973 -0.649245
A5900554 -0.315944 0.344882 0.3902 -0.515384 -1.12272 0.414503 0.688111 1.49375 0.373721 0.0354306 0.545533 -0.0829668 0.0934662 1.28201 0.468989 0.0242385 0.443127 -0.427488 -0.484992 -1.48781 -0.127214 -0.0373563 1.26217 0.269324 -1.16721 0.812726 -0.243636 0.204492 -1.05667 -0.0412536 0.721006 -0.198631 0.443796 -0.423901 0.69527 0.73236 0.611337 0.339785 0.548101 -1.28663 0.149543 -0.418271 -0.326197 -0.187467 -1.02292 0.55234 1.36455 1.21829 0.756722 -0.313324
A5167052 0.0922339 0.178573 0.553407 0.325202 -0.115238 0.102227 0.401614 0.0888907 0.123318 0.94731 0.373774 -0.0290976 1.191 0.311431 -0.893375 -0.0522945 1.30897 -0.599276 -0.455131 0.424324 -0.598782 -0.265562 -0.141511 -0.245119 -0.148618 0.981862 0.108791 -0.418795 -0.802759 -0.289977 1.76989 0.217739 -0.0919086 0.155355 -0.0411745 0.899151 -0.379309 -0.141559 0.45424 0.488196 0.338233 -0.845721 0.808415 0.121793 -0.397915 -0.0508626 0.673047 0.238315 -0.751953 1.1709
A30195844 -0.611109 0.624874 0.435306 -0.726848 -0.944884 0.24908 -0.278663 -0.774823 -0.793854 1.03548 -1.16835 -0.497034 1.52111 1.16981 1.03044 -0.229971 0.724242 0.214366 -0.601111 0.572218 -0.990943 -0.853579 0.435517 -0.918802 -1.21278 0.903499 -0.226586 -0.155871 0.10676 -0.0987729 1.19024 -0.807278 -0.450196 -1.22752 0.0669002 0.398516 0.444478 -0.304294 -0.165454 1.00073 -0.0710027 0.49648 0.466885 0.0586088 -0.562285 -0.49687 -0.700329 -0.343919 -0.266741 0.667406
A6311917 0.0696889 -0.527862 0.782316 0.224607 -0.717953 -0.00445682 1.31677 0.260735 0.30159 0.722574 0.411326 -0.0274106 0.221931 0.45702 -0.626777 -0.804725 1.46906 -0.588872 -0.260866 0.418578 -0.8456 -0.190827 -0.489062 -0.678388 0.505128 1.64236 0.335105 -0.00107351 -0.379307 0.0625997 0.853556 0.174245 -0.353302 0.360439 0.311575 0.613106 -1.16217 0.284717 -0.246271 0.598552 1.09912 -0.794755 1.20013 0.209108 -0.450898 0.0940219 1.0634 0.321217 -0.455029 0.849385
A31762929 -0.350572 0.438124 1.3448 -1.23272 0.132309 -0.109574 0.711626 -0.204618 0.168824 1.2788 0.135196 -0.630319 -0.160018 0.539528 -0.264456 -0.510258 0.708007 -0.292496 0.959559 0.420497 -0.540568 -0.354421 -0.527354 -0.319246 -0.431305 -0.869925 0.35656 -0.416493 -0.25965 0.869315 0.187231 -1.03169 0.487744 1.19913 -0.941558 -0.414603 -1.21559 -0.14011 0.17234 0.364623 0.791802 -1.04075 1.19337 0.871865 0.6408 -0.0840817 0.351287 0.274666 0.903952 -1.21722
A18243505 1.07992 0.730183 0.191492 -0.328581 -0.641336 0.143559 -0.333044 0.582846 -1.01452 -0.628621 -0.109713 -0.954523 -0.131968 0.516887 -0.627514 -0.0303364 -0.732817 0.450495 -0.720469 0.403409 -0.32648 1.26871 0.577488 -0.681852 -0.12221 0.64199 -0.0999155 -0.946372 -0.409724 -0.318723 0.185344 -1.4699 0.434026 -0.929734 -0.620408 0.0214067 -0.42941 -0.405761 -0.278609 0.57939 1.9914 -0.0196975 1.83552 0.399893 -0.222287 -0.625573 1.95373 -0.637659 0.563696 -0.11756
A0017145 -0.211473 0.629312 0.962715 0.0930484 -0.0389981 -0.313119 -0.316156 0.776395 0.0413064 -0.695125 0.276765 0.112763 -0.0770405 1.22608 -0.507309 0.708782 1.24567 0.217987 0.5612 0.288203 -0.690349 0.481971 -0.744628 -0.288675 0.0711696 0.396977 -1.01265 -0.573467 0.0816743 0.71526 -0.269888 -1.11625 -0.816756 -1.13814 -0.621584 -1.23494 -1.02208 1.09344 -0.306728 0.413055 -0.529673 -0.818868 0.975239 -0.0465742 0.354341 -0.323084 0.275205 0.167481 0.085613 -0.806019
A0016844 -0.0914413 -1.41072 -0.743934 0.0993811 -0.0608771 -0.534801 -0.00117277 0.293418 0.657485 -1.00731 -0.257453 -0.472788 -0.737975 0.741793 0.654576 0.2142 0.128331 -0.612058 -0.203157 0.602874 0.0294993 1.06397 0.226245 -0.335723 -0.3586 -0.0438811 -0.617919 -0.205245 -0.902313 -0.341154 0.743368 -1.38716 -0.193204 0.137716 -0.49236 -0.565442 -0.540349 0.417705 0.574465 -0.00660926 0.399567 -1.22774 0.17912 -0.265754 0.0315282 -0.793588 -0.782512 0.488944 -0.0277434 -0.759707
A24374880 0.186847 0.2185 -0.292385 -0.0631897 -0.226217 0.54424 0.416403 -0.145001 0.0081007 0.383882 -0.199382 -0.295028 -0.597236 -0.0231622 0.0314639 -0.392588 0.518139 0.0287003 -0.967174 -0.181289 -0.614235 -0.408086 -0.150842 0.381529 -0.0102467 0.405512 0.111227 0.0281327 -0.458356 -0.0734526 -0.139379 -0.415627 0.526643 -0.524251 -0.723114 0.169368 -0.182967 0.863496 -0.80047 0.411576 1.00804 0.0358635 0.0745755 -0.273098 0.226857 -0.359276 -0.0415368 -0.561898 -0.365361 -0.818309
A23507754 0.537005 -0.442489 -0.163899 0.580411 0.704455 -0.139058 0.408485 1.10355 -0.120948 0.0653343 0.304411 0.0914769 0.205733 0.940885 -0.288472 -0.0272198 0.101381 0.0341278 -0.257099 -0.529997 0.579472 0.885804 0.21202 -0.770484 -0.168957 -0.793927 -0.146063 -0.4995 0.533422 0.669063 0.35852 -0.104854 -0.360786 0.46746 -0.787024 0.049803 0.150009 0.0342108 0.683515 1.39668 2.39939 -1.148 1.1509 0.769408 -1.47529 0.0123701 0.240473 -0.467313 -0.350365 -0.931844
A32336125 -0.362405 0.784972 0.318565 0.0594968 -0.755011 0.552855 0.679556 -0.518849 0.545888 0.34844 -0.427244 -0.194935 -0.0389556 0.439894 0.126919 0.233389 0.445686 -0.163946 -0.304122 -0.367078 0.538095 -0.638947 0.18925 -0.338281 -0.714321 0.788844 -0.404451 -0.72411 0.158797 1.42944 1.17981 -0.945467 -0.617255 0.833211 0.461884 0.251901 -0.735752 -0.115815 0.71357 -0.792451 -0.496023 -0.775169 -1.06085 -0.959654 -0.573498 0.602275 0.6857 0.359413 -0.289875 -1.15186
A0051521 -0.106177 0.316263 1.62487 -0.741977 0.13202 -0.462715 0.67644 0.144201 0.610152 1.0404 0.104193 -0.0516786 -0.213405 0.60652 -0.161875 -0.343499 0.55148 -0.664585 0.359968 0.56516 -0.368844 -0.515955 -0.156182 -0.0660749 -0.50135 -0.58092 0.392181 -0.641138 -0.137879 0.569103 0.151394 -0.950507 0.74468 0.956361 -0.436475 0.0707288 -1.04812 -0.154344 0.0649826 0.243453 0.519258 -0.840094 0.708243 0.538057 0.106574 0.254777 -0.11834 0.29598 0.382792 -0.775302
A0017282 -0.478349 0.470311 1.14056 -0.0864564 0.405595 1.23576 0.42093 -0.415469 -0.9655 -0.135602 -0.273758 -0.398118 0.917791 0.296876 -0.589745 -0.0126944 0.722165 -1.17067 -0.55876 -1.43748 0.129538 0.153001 -0.0977332 0.244094 -0.453037 0.58112 -0.52356 -0.403828 0.298263 0.432568 1.43773 0.00424879 -0.252118 -0.13403 0.217945 0.290117 -0.0832896 -0.849961 0.307824 0.845904 -0.176306 -0.318522 0.493275 0.0703264 -0.0631587 1.14489 -1.3908 1.22792 0.0648313 -0.664515
A30013461 -0.227241 0.268912 0.553783 -0.552981 -1.2462 0.444443 0.791099 1.79647 0.532333 0.0965925 0.686487 0.102934 0.0857579 1.22633 0.427458 0.18704 0.336379 -0.495834 -0.464529 -1.46967 -0.0175038 -0.133387 1.03786 0.198095 -0.921225 0.760667 -0.0377328 0.303962 -0.987246 0.0589709 0.429395 -0.297612 0.575826 -0.246484 0.867499 0.811011 0.495346 0.382205 0.621607 -1.10721 0.292557 -0.305792 -0.33049 -0.121045 -0.938689 0.77639 1.23951 1.14608 0.645006 -0.0589992
A0017137 0.260046 0.318194 0.835767 -0.0996754 0.735264 0.203554 -0.118884 -0.476136 0.154011 -0.582316 -0.287547 0.00460411 0.997523 0.814941 0.146558 -0.361459 0.38214 -1.40541 -0.479858 -0.167718 -0.276539 0.379067 -0.382384 -0.478741 -0.583616 0.14882 -0.487025 -0.697843 0.69816 0.0513003 -0.55383 -0.770521 -0.434048 -0.413161 -0.231977 0.299795 1.01188 0.567928 -0.772735 -0.33626 0.683521 0.118815 -0.444988 0.670875 -0.295685 -0.630264 -0.959729 0.482607 -0.604126 0.560491
